PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01J5O,r4r1k/1pp1NppR/3p4/p3n3/4P3/1PPP2P1/1P1K2P1/3R4 b - - 0 22,h8h7 d1h1,634,102,91,1902,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/2DUSUcNf/black#43,
01JEA,5rkr/1QN5/4R3/p7/P1Pp4/1B1q3P/1P4P1/6K1 w - - 1 44,c4c5 f8f1 g1h2 h8h3 g2h3 f1f2 b7g2 f2g2 h2g2 d3b3,2365,76,94,6451,advantage middlegame sacrifice veryLong,https://lichess.org/rcwW2M7E#86,
01JJc,4k3/4P3/2p1KP2/2N5/7r/8/p7/8 b - - 4 42,h4h6 c5e4 c6c5 e4d6,2126,89,57,86,endgame mate mateIn2 quietMove short,https://lichess.org/beTqPTep/black#83,
01JKz,r3r1k1/ppp1qppp/5n2/4P3/8/2Q1B3/PPP4P/2KR2R1 b - - 0 19,e7e5 e3d4 e5f4 c1b1 a8d8 g1g7 g8f8 g7g1,2616,88,89,637,advantage defensiveMove middlegame veryLong,https://lichess.org/Eptc3qIK/black#37,
01JUS,8/2k4p/2P1Kpp1/8/5P2/8/7P/8 b - - 1 48,f6f5 e6d5 g6g5 f4g5 f5f4 d5e4 c7c6 e4f4,2278,83,90,852,crushing endgame pawnEndgame veryLong,https://lichess.org/qSvjNJDM/black#95,
01JaO,5r1k/pp4p1/b1p1Q2p/3p4/PP1P2P1/6bP/4NPBq/R3RK2 w - - 1 29,f2f3 f8f3 g2f3 h2f2,1704,78,87,69,mate mateIn2 middlegame sacrifice short,https://lichess.org/eYK1wfLO#56,
01JaZ,2k1rb1r/ppp2qp1/4Pp1p/8/1n6/2NQ1N1P/PPP2PP1/R3R1K1 b - - 0 19,e8e6 d3f5 g7g6 f5e6 f7e6 e1e6,1629,74,92,1448,crushing long middlegame,https://lichess.org/gX1AOHfA/black#37,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1,754,102,90,793,mate mateIn2 middlegame short,https://lichess.org/eRVQUz9d#66,
01JtE,8/8/R7/8/6P1/1k5K/p3r3/8 w - - 1 53,h3h4 e2e1 a6a2 b3a2,2449,83,85,68,crushing endgame quietMove rookEndgame short,https://lichess.org/Fhnb6tRp#104,
01Jto,r1bqr1k1/1p3ppp/p5n1/8/4Q3/4N3/PP2BPPP/R4RK1 w - - 2 18,f1d1 d8d1 a1d1 e8e4 d1d8 g6f8,1306,76,93,178,advantage long middlegame,https://lichess.org/EB39LZsw#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01Jy6,r2r2k1/p3qppp/1pb1p3/2p1P1N1/5n2/2P2N2/PPQ2PPP/R4RK1 b - - 7 16,h7h6 c2h7 g8f8 h7h8,845,103,67,22,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/r6Io6rlI/black#31,Sicilian_Defense Sicilian_Defense_Alapin_Variation
01JzG,8/2k5/8/1r2p2R/6p1/3K4/1p4PP/1N6 w - - 0 41,h5g5 e5e4 d3c2 b5g5,1377,75,95,6305,crushing discoveredAttack endgame short,https://lichess.org/Pq6aorBc#80,
01K12,5r2/1bN1N1k1/5rp1/4p2p/2PbP3/pP5P/P3R1P1/3R3K w - - 0 34,e7d5 f6f1 d1f1 f8f1 h1h2 d4g1,1428,75,93,1150,advantage kingsideAttack long middlegame,https://lichess.org/nnSgOzEw#66,
01K5t,rn3rk1/pp4pp/2pbbq2/3p1p1Q/3P3N/2NB4/PPP2PPP/3R1RK1 w - - 4 14,c3e2 e6f7 h5f5 f6h4,2010,74,89,149,crushing middlegame short,https://lichess.org/Ejwk4Hrw#26,French_Defense French_Defense_Knight_Variation
01K6c,1r2r1k1/p1p3pp/6q1/2nb4/Q7/5P2/PPP3PP/RNB2RK1 w - - 1 19,a4a7 d5f3 f1f3 e8e1 f3f1 e1f1,2146,74,91,476,crushing fork long middlegame pin sacrifice,https://lichess.org/M5YkSRcA#36,
01KAj,r4rk1/1p3pp1/1p1p1q1p/1BpP4/P3Pn1n/2N2N2/1PPQ1PPK/R3R3 w - - 3 22,f3h4 f6h4 h2g1 h4g5 d2f4 g5f4,1919,76,91,723,advantage long middlegame,https://lichess.org/nTqK7Mxa#42,
01KDp,r2qk2r/pp1n1ppp/3bp3/1bppN3/4PP2/1P1P4/PBPN2PP/R2QK2R b KQkq - 0 11,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1187,76,89,707,crushing long middlegame,https://lichess.org/zvxPwMmj/black#21,Bird_Opening Bird_Opening_Dutch_Variation
01KFo,5rk1/ppq2ppp/3bp3/3p1nP1/3P3P/2P1B3/PP2Q1P1/R4RK1 w - - 1 19,h4h5 d6h2 g1h1 f5g3 h1h2 g3e2,1361,76,92,7262,crushing discoveredAttack fork long middlegame,https://lichess.org/mck7Lr6h#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
01KQY,2r2k2/1R3p1p/6pP/P2p4/1p6/1P2RPP1/3r4/1K6 b - - 2 39,c8c2 b7b8 c2c8 b8c8,889,76,98,341,endgame mate mateIn2 rookEndgame short,https://lichess.org/O7OlrfG1/black#77,
01KQc,r1bqr1k1/1pp2ppp/1p1p4/3Ppn2/1P6/2PB1N2/P1Q2PPP/R4RK1 b - - 2 15,d8e7 d3f5 c8f5 c2f5,790,84,77,73,advantage middlegame short,https://lichess.org/elRWrVit/black#29,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
01KSz,2r3k1/1p3ppp/p3p3/3pP2Q/2r2b2/P1Pq3P/1P2R2B/5R1K b - - 1 29,f4h2 h5f7 g8h8 f7f8 c8f8 f1f8,1430,93,72,293,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/9F9G6yiK/black#57,
01KVi,2r3q1/1p6/p2p3R/3PpkP1/4np2/3B4/PP6/1K4R1 b - - 5 31,g8d5 h6f6,1269,160,81,57,endgame mate mateIn1 oneMove pin,https://lichess.org/3alLBNAk/black#61,
01Kdn,1k1r4/pb3p2/1pq2r2/4p1B1/PQ2p1p1/6P1/2P2P1P/1R3RK1 w - - 2 28,g5f6 e4e3 f2f3 g4f3 f6e5 b8a8,1901,114,38,18,crushing defensiveMove long middlegame,https://lichess.org/OD8tiea0#54,
01Kjc,r2r4/4kppp/p1npb3/4p3/2N1P3/1Bq5/PRP2PPP/3Q1RK1 w - - 1 18,b2b1 e6c4 b3c4 c3c4,1216,78,69,89,advantage middlegame short,https://lichess.org/LybLAkCF#34,Sicilian_Defense Sicilian_Defense_Other_variations
01Kjm,8/KP2r1pk/5p2/7p/4b2P/3Q4/8/8 w - - 3 72,d3e4 e7e4 b7b8q e4a4 a7b7 a4b4 b7c8 b4b8,1175,75,88,386,crushing endgame skewer veryLong,https://lichess.org/MfV6fbcL#142,
01Kn5,8/8/8/1R3p2/1P6/6k1/r6p/7K w - - 2 50,b5f5 a2a1 f5f1 a1f1,449,95,78,186,endgame mate mateIn2 rookEndgame short,https://lichess.org/k647Qsyr#98,
01Kz0,4rr2/RQ4pk/2p2q1p/8/8/1P1P4/2P2PPP/5RK1 w - - 3 29,a7a6 f6f2 f1f2 e8e1 f2f1 e1f1,1196,75,93,1917,endgame long mate mateIn3 sacrifice,https://lichess.org/Q262mNXq#56,
01L4j,r2q1rkb/pb4Np/1n3p1P/3pn1p1/6P1/P1NBBP2/1P1Q4/R3K2R w KQ - 0 22,d3e2 b6c4 d2d4 c4e3,2205,79,90,491,crushing middlegame short,https://lichess.org/hFb6tU26#42,
01L59,rnb2rk1/pp1p1ppp/4p3/4P3/3b1Pnq/2N5/PPPNB1PP/R1BQ1R1K w - - 2 12,g2g3 h4h2,1096,77,94,1265,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/5qG1QQrX#22,Mieses_Opening Mieses_Opening_Other_variations
01LA9,2r3k1/p4q2/4N1pQ/1p1nP3/3P4/8/5PP1/6KR b - - 0 32,f7e6 h6h8 g8f7 h1h7,1466,76,85,1314,endgame mate mateIn2 short,https://lichess.org/mFqNeSJb/black#63,
01LBw,r6r/ppp1kBp1/2np4/4p3/4P1p1/P2P3q/1PPN1P2/R2Q1RK1 w - - 0 17,d1g4 h3g4,680,94,91,287,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/b4KcZaUU#32,Philidor_Defense Philidor_Defense_Other_variations
01LEM,8/8/p7/1P2kp2/P2q2pp/KR6/1R5P/8 b - - 0 66,a6a5 b5b6 d4d6 a3a2,1736,75,94,550,crushing endgame queenRookEndgame short,https://lichess.org/HO5OEmwJ/black#131,
01LGS,2R5/p5pk/2p1r1q1/4p1pn/1P4Q1/P4P1P/6P1/2R4K w - - 7 37,g4e4 h5g3 h1h2 g3e4,1095,75,100,102,crushing endgame fork short,https://lichess.org/KC0yf0ED#72,
01LGs,4rr2/ppp2q1k/3p2p1/2bP4/4RPP1/1RBQ4/P6P/7K b - - 0 32,e8e4 d3h3 h7g8 h3h8,1319,75,88,1487,mate mateIn2 middlegame short,https://lichess.org/Z3tr3Uaf/black#63,
01LIa,1r3k2/5b1p/3N4/3p4/pp1P4/P1p2B2/1P3PPP/2R3K1 w - - 0 31,d6f7 c3b2 c1f1 b4a3,1939,76,81,77,advancedPawn capturingDefender crushing endgame short,https://lichess.org/Hfz9bQMR#60,
01LIb,8/p4kp1/4r3/3R2P1/5P2/P3PQ2/4R2K/2q2r2 w - - 1 40,f3h5 f7e7 d5d7 e7d7 h5f7 d7d6,2431,78,83,81,advantage defensiveMove endgame long,https://lichess.org/f812IDXr#78,
01LIu,7k/p5p1/8/2P1p2p/6n1/PqBQ2P1/7P/6K1 w - - 3 32,c5c6 b3b6 c3d4 e5d4,1827,74,94,5254,crushing endgame master short,https://lichess.org/cwoKYsfh#62,
01LLU,r3r1k1/1pp3pp/p2p4/2qPnR2/4Q3/P5NP/1P4PK/R7 b - - 3 24,c5c4 f5e5 c4e4 e5e4 e8e4 g3e4,1405,75,92,1354,advantage long middlegame,https://lichess.org/SQosIQ2S/black#47,
01LPz,8/p6k/2pr2p1/4Np1p/4n2P/2n1P1P1/P4PB1/2R3K1 w - - 4 37,g2e4 c3e2 g1g2 e2c1,1078,87,94,2447,advantage endgame fork master short,https://lichess.org/zjEzF4hk#72,
01LSB,8/8/p3k1p1/Pp1pB3/3PnK2/1P6/6P1/8 w - - 2 38,b3b4 e4f2 e5c7 f2d3,2470,83,84,107,crushing endgame quietMove short,https://lichess.org/5JrKbdvP#74,
01LXq,2rq1rk1/pb3ppp/1p2p3/8/2RPn3/3QP3/PB2BPPP/5RK1 b - - 0 17,b7a6 c4c8 a6d3 c8d8 d3e2 d8f8,1194,76,88,383,crushing long middlegame,https://lichess.org/pbND5s2h/black#33,Nimzo-Indian_Defense Nimzo-Indian_Defense_Spielmann_Variation
01LYN,r1b2r2/pp3pk1/2p1p1p1/4qnBp/2B5/2P2Q2/PP3PPP/R4RK1 b - - 0 16,f5d6 g5f4 e5c5 b2b4 c5c4 f4d6,2486,95,89,343,advantage long middlegame,https://lichess.org/Y01wV3Vb/black#31,Sicilian_Defense Sicilian_Defense_Old_Sicilian
01LaG,6rk/R7/3p1q1p/3P2pQ/1P2P3/3P1p1P/P1r3PB/1R5K w - - 0 28,a7f7 f3g2 h1g1 f6d4 f7f2 d4f2,1665,75,94,900,advancedPawn kingsideAttack long mate mateIn3 middlegame,https://lichess.org/UtNFI4I6#54,
01Lbu,3r1rk1/3PRppp/8/3Q4/p7/1P6/q5PP/4R1K1 w - - 1 29,d5f7 f8f7 e7e8 f7f8,1561,76,76,110,crushing endgame short,https://lichess.org/Tw8virMI#56,
01Lm4,r3k1nr/2pp1pp1/npbbp1q1/7p/2PP3B/2N1PN1P/PP3PP1/2RQKB1R w Kkq - 3 12,f1d3 g6g2 h1g1 g2f3 d1f3 c6f3,1733,80,77,48,advantage long opening,https://lichess.org/ZBLlFmFC#22,English_Defense English_Defense_Other_variations
01Lmi,2r3k1/5pp1/2P4p/2R5/1r6/6P1/p4P1P/2R3K1 w - - 2 32,g1g2 b4b1 c5a5 b1c1,1565,90,67,23,crushing endgame rookEndgame short,https://lichess.org/ZyWteqqn#62,
01Lo7,r2qb2r/6k1/p2p1p2/1ppN1Pp1/4P1Q1/2PP3P/P5P1/3R1RK1 w - - 6 29,g2g3 e8h5 g4h5 h8h5,1089,77,90,404,crushing middlegame short trappedPiece,https://lichess.org/jwV6XI0r#56,
01LoE,r1b2k1r/pppp2pp/2n5/4q1N1/2Q1P3/8/P4PPP/R1B2RK1 b - - 2 15,h7h6 c4f7,990,84,81,77,mate mateIn1 middlegame oneMove,https://lichess.org/BmlNRrDy/black#29,Italian_Game Italian_Game_Evans_Gambit
01LrN,r4rk1/2p1qppp/p7/1b1QPN2/1p2N3/8/PP1K1PnP/2R4R b - - 1 22,e7e8 e4f6 g8h8 f6e8,2113,77,94,9390,crushing kingsideAttack middlegame short,https://lichess.org/nDdmjLDH/black#43,
01LsE,8/8/5pkp/8/P4rPp/1P5P/r4P2/1R1R1K2 w - - 4 37,b3b4 f4f2 f1g1 f2g2 g1h1 g2h2,1389,76,92,3856,crushing endgame long rookEndgame,https://lichess.org/GaLzyn48#72,
01Luf,3r1rk1/p1p2p2/2Q4p/2P1q1p1/3p2P1/1P2P2P/P1PK1P2/4RR2 w - - 2 23,d2c1 d4e3 c1b1 e3e2,1719,79,75,46,advancedPawn advantage endgame short,https://lichess.org/gEYBQ5RS#44,
01Lvt,r5k1/pp2p1bp/6p1/8/4N1P1/1q5P/4QP2/3R2K1 b - - 0 25,b3h3 e2c4 g8h8 e4g5 h3g4 c4g4,2292,76,91,2053,crushing endgame long master,https://lichess.org/m1lWojI9/black#49,
01Lyl,3r1rk1/pp4b1/2p2p2/5P1p/6n1/2N2B2/PPP1Q1Pq/3RR1K1 w - - 2 26,g1f1 h2h1,938,80,88,549,mate mateIn1 middlegame oneMove,https://lichess.org/sZYNjKzl#50,
01M07,1r6/2p4p/2r5/kN1p2p1/P4p2/2PRnP2/3R2PP/6K1 b - - 6 36,a5a4 b5d4 b8b1 g1f2 c6c3 d3c3 e3d1 d2d1,2440,103,88,484,advantage endgame veryLong,https://lichess.org/2Mo0mqhm/black#71,
01M18,r2qk2r/pp1n1pNp/2p5/2Pp4/3Pn3/1P2P3/PQ4PP/R4RK1 b kq - 0 17,e8f8 g7e6 f8e7 e6d8,849,103,89,247,advantage middlegame pin short,https://lichess.org/NMrHEcbV/black#33,Slav_Defense Slav_Defense_Other_variations
01M1X,4r3/4bpkp/3p2pN/4P1P1/1p2qn1P/5N2/1P1Q1P2/3R2K1 w - - 0 30,e5d6 e4f3 d2d4 f7f6,1953,74,93,4022,crushing hangingPiece middlegame short,https://lichess.org/7Ybap0Fs#58,
01M2U,1k5r/pp4p1/7r/3p2p1/3P2R1/2P1pP1P/PP2Bb2/K6R w - - 0 38,e2f1 h6h3 f1h3 e3e2 h1b1 h8h3,2432,79,92,1650,advancedPawn advantage endgame long master sacrifice,https://lichess.org/L4WpZJZC#74,
01M6C,4r1k1/1R4R1/2p5/p6K/P1P1r3/5p2/8/8 b - - 1 40,g8f8 b7f7,1130,78,88,1502,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/IYzZiARd/black#79,
01MCO,Q6k/7p/6p1/8/3b4/4q3/PP5B/2r2R1K b - - 3 32,h8g7 a8f8,1443,256,60,23,endgame master mate mateIn1 oneMove,https://lichess.org/HWBbx7PB/black#63,
01MKa,5rk1/Q1p3pp/1pq5/4pp2/8/1P1P4/1PP2PPP/5RK1 w - - 1 20,f1c1 f8a8 a7a8 c6a8,1393,74,93,5749,advantage endgame short trappedPiece,https://lichess.org/LISiJBGo#38,
01MLC,8/4kp2/4p1pp/1r2P2P/1P3PK1/8/8/1R6 b - - 0 39,f7f6 h5g6 f6e5 g4h5 e5f4 h5h6 f4f3 g6g7 e7f7 b1f1,2749,108,91,1906,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/kq5aKXa2/black#77,
01MNV,8/1p4k1/1p1p4/2p1p2K/P1P1P3/1P1P4/8/8 b - - 0 38,g7f6 h5h6 f6e6 h6g6 e6e7 g6g7,1958,76,88,1109,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/fFIG7SW1/black#75,
01MOR,1k6/1p2R3/2p1B1r1/p6p/N4r2/8/PPP5/3R3K w - - 2 32,a4c5 f4h4 e6h3 h4h3,1271,76,86,399,endgame mate mateIn2 short,https://lichess.org/z28CI1fv#62,
01MPw,3r4/p1k3q1/1p2p2p/2p1n1p1/2P1N3/P2R2Q1/1P3PPP/6K1 w - - 1 29,d3e3 d8d1 e3e1 d1e1,614,96,62,152,backRankMate endgame mate mateIn2 short,https://lichess.org/XVfpxq4Y#56,
01MQ3,2r5/1Rb1k3/p3p2p/B5p1/2r1p3/6PP/3R1P2/6K1 b - - 0 37,c8b8 b7c7 c4c7 a5c7,994,76,97,3436,advantage endgame short,https://lichess.org/p97EKhqM/black#73,
01Mct,2r5/2pk2p1/p1Rp1p2/1P1PbPq1/4P1p1/6Qb/1PR1BP1P/6K1 w - - 1 35,g3a3 g5f4 a3g3 f4e4 c6c4 e4d5,2147,98,86,20,advantage long middlegame,https://lichess.org/5ZyvaDxe#68,
01MhR,4r2k/8/p1p3Qp/6p1/1qB3b1/2N3N1/1P4PP/R3r2K w - - 2 31,c4f1 e8e6 a1e1 e6g6,2207,77,90,313,advantage middlegame pin short,https://lichess.org/Qr4qMzRK#60,
01Mlb,4rr2/p4k2/1pnp1Pp1/7p/7N/1P1Pq1P1/P1P3QP/5R1K b - - 4 24,c6d4 g2d5 d4e6 d5b7 e6c7 b7c7,1733,75,90,886,crushing long middlegame,https://lichess.org/FsLuinvg/black#47,
01MnR,r7/q1pb1pbk/3p2pp/3P4/2Pp2P1/2BP3P/2Q2PB1/R5K1 b - - 8 24,a7a1 c3a1 a8a1 g2f1,1886,74,79,186,advantage defensiveMove master middlegame short,https://lichess.org/Lbcui4gX/black#47,
01Mp3,8/8/2p4p/3kp1p1/2qp4/6P1/Q4PKP/2N5 w - - 14 47,f2f3 c4a2 c1a2 d5c4 g2f2 c4b3,2306,80,90,2783,crushing endgame long,https://lichess.org/XVqNulDH#92,
01MsO,5rk1/2p3b1/3pq3/P4rp1/1PP1p1Q1/4B2P/5P1K/2R2R2 w - - 0 36,e3g5 e6e5 f2f4 e4f3,2215,75,80,254,crushing discoveredAttack enPassant middlegame short,https://lichess.org/spc2b08F#70,
01N0w,2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26,g7f6 d8d1 e1d1 a4d1,1059,80,94,150,mate mateIn2 middlegame queensideAttack short,https://lichess.org/uaGsJ7mX#50,
01N1L,4r1k1/ppp1qp2/2np3p/6p1/4r3/2P3B1/PP2NPPP/R2QR1K1 w - - 3 17,d1d2 e4e2 d2e2 e7e2,1195,102,60,27,advantage middlegame short,https://lichess.org/hqMrC4ae#32,Russian_Game Russian_Game_Three_Knights_Game
01N1Y,4r2k/1p2q2p/p3r3/4pp2/PPQ5/7P/2P3PB/4R1K1 b - - 0 31,e6c6 h2e5 e7e5 e1e5 c6c4 e5e8,1485,75,89,752,advantage endgame long,https://lichess.org/SlWbv59O/black#61,
01N6h,7k/pp4pp/6q1/2P5/3Bp2n/2Pn1rPP/PP2QP2/R4RK1 w - - 1 20,g1h2 d3f4 f1e1 f4e2,2004,81,88,75,crushing middlegame short,https://lichess.org/xdTtDqts#38,
01N7F,6k1/Q7/6p1/2p4p/P6P/1P3qPK/2P5/8 w - - 1 46,a7c5 f3h1,1520,75,96,559,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/NBOfEd8e#90,
01NGp,8/4k3/4p3/4b1p1/6P1/1N4p1/p1N3K1/8 w - - 2 47,b3d2 e7d6 d2b3 d6d5,2296,92,82,82,advantage defensiveMove endgame master masterVsMaster short,https://lichess.org/knQO69mD#92,
01NPD,8/5p2/6pk/3PQp2/8/p3PP2/6PK/4q3 b - - 6 39,a3a2 e5h8 h6g5 f3f4 g5g4 h8h3,1276,76,96,1824,endgame long mate mateIn3 queenEndgame,https://lichess.org/Bjg4tsry/black#77,
01NZ8,r1b1kb1r/pp3ppp/4p3/qNpn4/8/P2Q2B1/1PP2PPP/1K1R2NR b kq - 0 13,c8d7 b5c7 a5c7 g3c7,1028,166,-4,10,crushing fork opening short,https://lichess.org/q5tbSjgO/black#25,French_Defense French_Defense_Schlechter_Variation
01NZA,8/p7/6p1/P1KR1k1p/1P2r3/8/8/8 b - - 2 52,e4e5 d5e5 f5e5 b4b5,1805,75,98,363,crushing defensiveMove endgame rookEndgame short,https://lichess.org/igpHQlEe/black#103,
01Nbh,2r3k1/P4pp1/4p2p/3p4/4n3/2q3P1/2P1QP1P/1R5K b - - 2 24,c8a8 b1b8 a8b8 a7b8q,1049,80,93,520,advancedPawn crushing endgame promotion short,https://lichess.org/Pt8APZeL/black#47,
01Nco,8/3R2p1/2p2pkp/1bB5/pP1K2P1/P4P2/4r2P/8 w - - 7 39,h2h4 e2d2 d4c3 d2d7,790,86,78,271,crushing endgame short skewer,https://lichess.org/6NJSBbsI#76,
01NfS,r3k2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq b kq - 3 19,a8d8 e1e7 d5e7 d6e7,1306,74,97,8398,mate mateIn2 middlegame short,https://lichess.org/ENLFjMzb/black#37,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
01Nfj,b1r2rk1/R5pp/1p6/3p4/4pP2/1q2N2P/4Q1PK/5R2 b - - 2 30,d5d4 e2g4 a8b7 a7b7,1829,84,58,28,crushing middlegame short,https://lichess.org/rexdZUmV/black#59,
01Ni2,2k2r2/1bNp4/pB1P4/8/P7/4Kn2/1P3R1p/5R2 w - - 0 43,e3e2 f3g1 e2d2 f8f2 b6f2 h2h1q,1893,75,92,1139,advancedPawn advantage deflection discoveredAttack exposedKing long middlegame promotion,https://lichess.org/f1qBEzxV#84,
01Nny,8/p7/5k2/8/3PK2p/P7/8/8 w - - 2 46,e4f4 f6e6 f4g4 e6d5 a3a4 d5d4,2122,113,38,19,crushing endgame long pawnEndgame,https://lichess.org/lOaQ9JOy#90,
01O67,r4rk1/1bqnbp1p/p3p1p1/1p1nP3/2p1B3/2P2N2/PP3PPP/R1BQRNK1 b - - 5 16,d7e5 e4d5,1785,78,88,159,advantage middlegame oneMove,https://lichess.org/zJy6vEgo/black#31,Sicilian_Defense Sicilian_Defense_Modern_Variations
01OAI,2r2rk1/pp1b1pq1/4p1p1/6Q1/3p4/1P3R1P/P4PPB/R5K1 b - - 3 27,d7c6 h2e5 g7e5 g5e5,1308,77,49,176,advantage middlegame short,https://lichess.org/HNTQ6PCo/black#53,
01OE9,r1b1k2r/ppqn1pb1/2ppB2p/6pn/3P4/1QP1PNB1/PP1N1PPP/R3K2R b KQkq - 0 11,f7e6 b3e6 e8d8 g3d6 c7d6 e6d6,1164,96,88,41,advantage long middlegame,https://lichess.org/Fh5M4CuV/black#21,Indian_Defense Indian_Defense_Wade-Tartakower_Defense
01OFy,r4rk1/pppbq1pp/1b3p2/3Bp2R/3P4/2P3P1/PP3P1P/R1BQ2K1 b - - 0 16,g8h8 h5h7 h8h7 d1h5,1609,238,33,4,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/JpoGe8OK/black#31,French_Defense French_Defense_Kings_Indian_Attack
01OKT,r1b2r1k/1ppn1pp1/p2p3p/4p3/1P2q3/PBP2N1P/2P2PP1/R2Q1RK1 b - - 1 14,f7f5 b3d5 e4d5 d1d5,1724,74,92,155,advantage middlegame short,https://lichess.org/ipbfcWN9/black#27,Russian_Game Russian_Game_Three_Knights_Game
01OKt,r2q1r2/pp1k4/2p4Q/3pn3/8/2P3PP/PP1N4/2KR1R2 w - - 2 28,f1e1 e5d3 c1c2 d3e1,1052,93,64,182027,advantage fork middlegame short,https://lichess.org/0UAYPkWO#54,
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1004,75,93,1095,crushing defensiveMove middlegame short,https://lichess.org/GbHWYq9g#78,
01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,872,78,100,612,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#42,
01OkZ,8/p7/8/2p3P1/3k1N1P/6K1/8/3b4 b - - 4 42,a7a5 h4h5 d4e5 h5h6 d1c2 g3g4 c2f5 g4h5 e5f4 g5g6,2115,120,78,37,crushing defensiveMove endgame master quietMove sacrifice veryLong,https://lichess.org/7YyhD0TT/black#83,
01Opl,8/8/4n3/4B3/2k1K3/1p6/5P2/8 w - - 0 56,e4f5 e6d4 f5e4 b3b2 e5d4 b2b1q,1407,75,85,355,advancedPawn crushing endgame long promotion,https://lichess.org/ND7kZ8aU#110,
01Ot9,8/8/5p2/5r1k/6Rp/5P2/4KP2/8 w - - 3 58,e2e3 f5e5 e3d3 e5g5 g4b4 h4h3,2504,93,65,43,crushing endgame long rookEndgame,https://lichess.org/XHnJHUML#114,
01Ovv,r2r2k1/4qppp/8/1Q6/Rp1P4/1P4P1/K1P4P/5R2 w - - 0 31,a4a8 d8a8 a2b2 e7a7 b5b4 a7a2 b2c3 a8c8,1771,74,87,217,advantage endgame veryLong,https://lichess.org/kwsNUNzr#60,
01P41,r1b2rk1/1p2ppbp/pqNp2p1/8/2P1nP2/2N1B3/PP1QB1PP/R4RK1 b - - 0 14,e4d2 c6e7 g8h8 e3b6,1582,80,71,45,advantage middlegame short,https://lichess.org/vi3BLLeQ/black#27,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
01P8L,3r3r/4bk2/1RQ1p3/3pP2p/P2n4/5p1P/6P1/R5K1 w - - 0 31,c6c3 d4e2 g1h2 e2c3,590,100,92,1307,crushing fork middlegame short,https://lichess.org/rkvIhbCW#60,
01PDg,1b5k/ppq2p1b/2p1pp1p/2n4Q/2N1PP2/PPN3rP/2P3BK/3R4 w - - 0 24,h5c5 c7f4 c3e2 g3g5 e2f4 b8f4 h2g1 g5c5,2675,107,86,105,advantage discoveredAttack middlegame sacrifice veryLong,https://lichess.org/iybxpj1j#46,
01PI1,r5k1/pp1q4/2pp1Q1p/5b2/2P2bp1/5N2/PP3PB1/4RRK1 b - - 0 25,g4f3 e1e7 d7e7 f6e7,1508,74,88,232,crushing middlegame short,https://lichess.org/ztgUWEuK/black#49,
01PI9,2k2r1r/1pq2p2/p1p1p3/2NpP2p/3P1RpP/6P1/PPPQ2P1/2K5 b - - 4 27,h8h7 c5e6 f7e6 f4f8,1154,76,95,6215,advantage endgame short,https://lichess.org/YE44gmiR/black#53,
01PIs,r7/6kp/5rp1/K2Bn3/4P3/2P3b1/PP1B2P1/R6R w - - 1 33,a5b4 f6b6 b4c5 g3f2 d2e3 f2e3,1899,77,94,50,long mate mateIn3 middlegame,https://lichess.org/cGPyOmEJ#64,
01PKH,3r2k1/1pq1pp1p/1nb3p1/1B6/4P3/p4N1P/PbR2PP1/3Q1RK1 w - - 2 20,d1e2 c6b5 c2c7 b5e2,1229,77,86,328,advantage middlegame short,https://lichess.org/VbUvd2TY#38,
